type,cap_shape,cap_color,odor,gill_attachment
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,yellow,foul,free
edible,convex,red,none,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
edible,knobbed,buff,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,white,foul,free
poisonous,convex,gray,creosote,free
poisonous,flat,yellow,foul,free
edible,flat,purple,none,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,buff,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,red,fishy,free
edible,knobbed,buff,none,free
edible,flat,buff,none,free
poisonous,convex,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,buff,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,white,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,white,foul,free
poisonous,flat,buff,foul,free
poisonous,convex,white,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
edible,convex,white,none,free
edible,convex,red,none,free
poisonous,convex,gray,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,gray,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,knobbed,yellow,none,free
poisonous,flat,yellow,foul,free
edible,knobbed,cinnamon,none,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,bell,pink,none,free
edible,knobbed,pink,none,free
poisonous,convex,yellow,foul,free
poisonous,convex,yellow,foul,free
edible,knobbed,buff,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,white,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,brown,fishy,free
poisonous,convex,red,fishy,free
poisonous,flat,white,none,free
poisonous,convex,gray,foul,free
edible,flat,cinnamon,none,free
poisonous,convex,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
edible,flat,pink,none,free
poisonous,convex,buff,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,red,fishy,free
edible,knobbed,cinnamon,none,free
poisonous,convex,white,foul,free
poisonous,convex,white,foul,free
poisonous,flat,buff,foul,free
poisonous,flat,buff,foul,free
edible,knobbed,cinnamon,none,free
poisonous,convex,gray,foul,free
poisonous,flat,white,foul,free
poisonous,flat,gray,foul,free
poisonous,conical,white,none,free
poisonous,convex,gray,foul,free
poisonous,bell,white,none,free
poisonous,convex,buff,foul,free
poisonous,flat,white,foul,free
poisonous,bell,yellow,none,free
poisonous,convex,brown,spicy,free
poisonous,convex,brown,fishy,free
edible,knobbed,brown,none,free
edible,knobbed,buff,none,free
poisonous,flat,white,foul,free
poisonous,flat,buff,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,buff,none,free
poisonous,convex,brown,foul,free
poisonous,convex,red,fishy,free
poisonous,flat,gray,foul,free
edible,convex,red,none,free
poisonous,convex,brown,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,brown,fishy,free
edible,flat,brown,none,free
poisonous,convex,brown,foul,free
edible,convex,buff,none,free
edible,flat,brown,none,free
poisonous,flat,yellow,foul,free
poisonous,flat,buff,none,free
poisonous,convex,brown,none,free
poisonous,convex,brown,fishy,free
poisonous,convex,buff,foul,free
poisonous,convex,buff,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,buff,foul,free
poisonous,flat,brown,none,free
edible,convex,red,none,free
poisonous,flat,buff,foul,free
poisonous,flat,white,foul,free
edible,knobbed,red,none,free
poisonous,convex,yellow,foul,free
poisonous,convex,brown,none,free
edible,convex,brown,none,free
poisonous,convex,gray,foul,free
poisonous,flat,buff,foul,free
poisonous,flat,buff,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
edible,convex,pink,none,free
edible,flat,pink,none,free
poisonous,bell,white,none,free
edible,convex,cinnamon,none,free
edible,flat,brown,none,free
poisonous,convex,buff,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,buff,foul,free
poisonous,convex,white,foul,free
edible,flat,cinnamon,none,free
poisonous,convex,red,fishy,free
poisonous,flat,yellow,foul,free
edible,convex,white,none,free
poisonous,convex,yellow,foul,free
poisonous,flat,pink,none,free
poisonous,flat,gray,foul,free
poisonous,convex,brown,spicy,free
edible,knobbed,pink,none,free
poisonous,convex,brown,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,buff,foul,free
edible,knobbed,pink,none,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,buff,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,brown,none,free
edible,knobbed,buff,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,pink,none,free
edible,knobbed,buff,none,free
poisonous,convex,white,foul,free
poisonous,convex,brown,fishy,free
edible,knobbed,brown,none,free
poisonous,flat,yellow,foul,free
edible,convex,pink,none,free
poisonous,flat,gray,foul,free
edible,convex,pink,none,free
poisonous,bell,brown,none,free
poisonous,flat,buff,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,buff,foul,free
poisonous,convex,brown,foul,free
edible,knobbed,pink,none,free
edible,knobbed,cinnamon,none,free
poisonous,convex,yellow,foul,free
edible,convex,brown,none,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,knobbed,white,none,free
edible,knobbed,brown,none,free
poisonous,knobbed,yellow,none,free
poisonous,flat,white,foul,free
poisonous,flat,yellow,none,free
poisonous,flat,yellow,foul,free
edible,knobbed,buff,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,yellow,foul,free
poisonous,convex,yellow,foul,free
poisonous,bell,white,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,white,foul,free
poisonous,convex,buff,foul,free
edible,knobbed,buff,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,buff,foul,free
poisonous,bell,buff,none,free
poisonous,convex,white,foul,free
edible,knobbed,brown,none,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,none,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,knobbed,brown,none,free
poisonous,flat,buff,foul,free
edible,flat,red,none,free
poisonous,convex,brown,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,brown,fishy,free
poisonous,convex,white,foul,free
edible,knobbed,brown,none,free
poisonous,flat,gray,foul,free
edible,convex,buff,none,free
poisonous,flat,white,foul,free
edible,knobbed,brown,none,free
poisonous,convex,brown,spicy,free
poisonous,flat,white,foul,free
poisonous,convex,gray,foul,free
poisonous,knobbed,yellow,none,free
poisonous,flat,white,none,free
poisonous,flat,yellow,foul,free
edible,knobbed,pink,none,free
poisonous,flat,white,none,free
poisonous,flat,buff,foul,free
edible,flat,white,none,free
edible,convex,green,none,free
edible,convex,buff,none,free
poisonous,flat,gray,foul,free
poisonous,convex,red,fishy,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,buff,foul,free
edible,flat,red,none,free
poisonous,convex,red,fishy,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
edible,convex,brown,none,free
poisonous,flat,gray,foul,free
poisonous,convex,brown,spicy,free
poisonous,flat,white,foul,free
edible,convex,cinnamon,none,free
poisonous,flat,gray,foul,free
poisonous,flat,gray,foul,free
edible,convex,green,none,free
poisonous,convex,yellow,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,brown,spicy,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,knobbed,brown,none,free
edible,flat,red,none,free
poisonous,convex,brown,foul,free
poisonous,bell,brown,none,free
poisonous,convex,brown,spicy,free
edible,flat,buff,none,free
poisonous,convex,white,foul,free
poisonous,flat,yellow,foul,free
edible,flat,brown,none,free
poisonous,bell,white,none,free
edible,convex,brown,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,buff,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,gray,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,brown,foul,free
edible,flat,white,none,free
poisonous,convex,brown,spicy,free
poisonous,flat,gray,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,white,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,white,foul,free
poisonous,knobbed,yellow,none,free
poisonous,flat,white,foul,free
poisonous,flat,gray,foul,free
edible,convex,cinnamon,none,free
poisonous,convex,white,foul,free
poisonous,convex,brown,spicy,free
poisonous,flat,pink,none,free
poisonous,flat,yellow,foul,free
edible,convex,pink,none,free
poisonous,flat,buff,none,free
poisonous,convex,yellow,none,free
poisonous,flat,yellow,foul,free
edible,flat,brown,none,free
edible,convex,brown,none,free
poisonous,convex,brown,fishy,free
poisonous,flat,gray,foul,free
poisonous,convex,buff,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,buff,foul,free
edible,convex,green,none,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,brown,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,white,foul,free
poisonous,convex,white,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,yellow,none,free
edible,flat,brown,none,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,brown,fishy,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,white,foul,free
poisonous,flat,pink,none,free
poisonous,flat,yellow,foul,free
edible,knobbed,pink,none,free
poisonous,convex,buff,foul,free
poisonous,convex,white,foul,free
poisonous,convex,white,foul,free
poisonous,convex,brown,foul,free
poisonous,bell,pink,none,free
poisonous,convex,buff,foul,free
edible,convex,pink,none,free
poisonous,convex,brown,spicy,free
poisonous,convex,yellow,foul,free
poisonous,convex,white,foul,free
edible,flat,buff,none,free
poisonous,flat,buff,foul,free
edible,convex,cinnamon,none,free
edible,flat,pink,none,free
edible,convex,brown,none,free
edible,flat,pink,none,free
poisonous,flat,gray,foul,free
edible,knobbed,red,none,free
edible,knobbed,red,none,free
poisonous,flat,white,foul,free
edible,knobbed,buff,none,free
poisonous,convex,buff,foul,free
poisonous,bell,yellow,none,free
poisonous,convex,white,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,bell,brown,none,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
edible,flat,cinnamon,none,free
poisonous,convex,red,fishy,free
poisonous,flat,white,foul,free
poisonous,convex,brown,foul,free
poisonous,bell,pink,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,buff,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,buff,foul,free
poisonous,flat,buff,foul,free
poisonous,convex,brown,fishy,free
poisonous,flat,yellow,foul,free
edible,convex,brown,none,free
poisonous,flat,yellow,foul,free
edible,flat,buff,none,free
edible,flat,red,none,free
edible,convex,brown,none,free
poisonous,flat,white,foul,free
poisonous,flat,yellow,foul,free
edible,flat,pink,none,free
edible,convex,red,none,free
poisonous,flat,yellow,foul,free
poisonous,bell,buff,none,free
poisonous,flat,buff,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,buff,foul,free
poisonous,convex,yellow,foul,free
poisonous,flat,white,foul,free
poisonous,convex,gray,foul,free
edible,flat,green,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,buff,foul,free
edible,convex,cinnamon,none,free
poisonous,convex,gray,foul,free
edible,convex,purple,none,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,white,none,free
poisonous,convex,brown,fishy,free
poisonous,convex,brown,spicy,free
poisonous,convex,gray,foul,free
edible,convex,pink,none,free
poisonous,flat,gray,foul,free
poisonous,convex,buff,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,gray,foul,free
poisonous,convex,brown,fishy,free
poisonous,flat,white,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,buff,foul,free
poisonous,flat,white,foul,free
poisonous,flat,gray,foul,free
poisonous,flat,buff,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,white,foul,free
edible,knobbed,red,none,free
poisonous,flat,buff,none,free
poisonous,convex,brown,fishy,free
edible,knobbed,brown,none,free
poisonous,flat,white,foul,free
poisonous,flat,white,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,white,foul,free
poisonous,convex,brown,fishy,free
poisonous,bell,pink,none,free
poisonous,convex,red,fishy,free
poisonous,flat,gray,foul,free
poisonous,convex,yellow,foul,free
poisonous,convex,gray,foul,free
poisonous,flat,white,none,free
poisonous,flat,gray,foul,free
edible,knobbed,pink,none,free
poisonous,convex,white,foul,free
edible,knobbed,pink,none,free
poisonous,flat,white,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,yellow,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,gray,foul,free
edible,convex,red,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,buff,foul,free
poisonous,flat,yellow,foul,free
edible,knobbed,red,none,free
poisonous,flat,pink,none,free
poisonous,flat,white,none,free
poisonous,flat,yellow,foul,free
poisonous,flat,yellow,foul,free
edible,flat,green,none,free
poisonous,convex,white,foul,free
poisonous,convex,white,foul,free
poisonous,convex,buff,foul,free
poisonous,convex,brown,fishy,free
edible,knobbed,red,none,free
edible,knobbed,pink,none,free
edible,convex,buff,none,free
poisonous,convex,gray,foul,free
poisonous,flat,yellow,foul,free
poisonous,convex,brown,fishy,free
poisonous,conical,white,none,free
poisonous,flat,white,foul,free
poisonous,flat,gray,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,gray,foul,free
poisonous,convex,brown,spicy,free
edible,convex,pink,none,free
edible,flat,white,none,free
poisonous,flat,yellow,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,yellow,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,gray,foul,free
